method,time,quantity,target_left,target_right,pairwise_rms
raw_tensor,0.0,state_fractional_coordinate,4,6,0.0
raw_tensor,0.0,state_fractional_coordinate,4,7,0.0
raw_tensor,0.0,state_fractional_coordinate,5,6,0.0
raw_tensor,0.0,state_fractional_coordinate,5,7,0.0
raw_tensor,0.0,state_fractional_coordinate,6,7,0.0
raw_tensor,0.0,state_lattice_log,0,1,0.0
raw_tensor,0.0,state_lattice_log,0,2,0.0
raw_tensor,0.0,state_lattice_log,0,3,0.0
raw_tensor,0.0,state_lattice_log,0,4,0.0
raw_tensor,0.0,state_lattice_log,0,5,0.0
raw_tensor,0.0,state_lattice_log,0,6,0.0
raw_tensor,0.0,state_lattice_log,0,7,0.0
raw_tensor,0.0,state_lattice_log,1,2,0.0
raw_tensor,0.0,state_lattice_log,1,3,0.0
raw_tensor,0.0,state_lattice_log,1,4,0.0
raw_tensor,0.0,state_lattice_log,1,5,0.0
raw_tensor,0.0,state_lattice_log,1,6,0.0
raw_tensor,0.0,state_lattice_log,1,7,0.0
raw_tensor,0.0,state_lattice_log,2,3,0.0
raw_tensor,0.0,state_lattice_log,2,4,0.0
raw_tensor,0.0,state_lattice_log,2,5,0.0
raw_tensor,0.0,state_lattice_log,2,6,0.0
raw_tensor,0.0,state_lattice_log,2,7,0.0
raw_tensor,0.0,state_lattice_log,3,4,0.0
raw_tensor,0.0,state_lattice_log,3,5,0.0
raw_tensor,0.0,state_lattice_log,3,6,0.0
raw_tensor,0.0,state_lattice_log,3,7,0.0
raw_tensor,0.0,state_lattice_log,4,5,0.0
raw_tensor,0.0,state_lattice_log,4,6,0.0
raw_tensor,0.0,state_lattice_log,4,7,0.0
raw_tensor,0.0,state_lattice_log,5,6,0.0
raw_tensor,0.0,state_lattice_log,5,7,0.0
raw_tensor,0.0,state_lattice_log,6,7,0.0
raw_tensor,0.0,velocity_type_logit,0,1,0.11933697015047073
raw_tensor,0.0,velocity_type_logit,0,2,0.01493514608591795
raw_tensor,0.0,velocity_type_logit,0,3,0.0831262618303299
raw_tensor,0.0,velocity_type_logit,0,4,0.08542750030755997
raw_tensor,0.0,velocity_type_logit,0,5,0.0572679340839386
raw_tensor,0.0,velocity_type_logit,0,6,0.07497101277112961
raw_tensor,0.0,velocity_type_logit,0,7,0.12433400750160217
raw_tensor,0.0,velocity_type_logit,1,2,0.12176357209682465
raw_tensor,0.0,velocity_type_logit,1,3,0.1328989416360855
raw_tensor,0.0,velocity_type_logit,1,4,0.13296060264110565
raw_tensor,0.0,velocity_type_logit,1,5,0.11437533050775528
raw_tensor,0.0,velocity_type_logit,1,6,0.11632842570543289
raw_tensor,0.0,velocity_type_logit,1,7,0.13377879559993744
raw_tensor,0.0,velocity_type_logit,2,3,0.07575784623622894
raw_tensor,0.0,velocity_type_logit,2,4,0.09438128769397736
raw_tensor,0.0,velocity_type_logit,2,5,0.06313098222017288
raw_tensor,0.0,velocity_type_logit,2,6,0.07987944036722183
raw_tensor,0.0,velocity_type_logit,2,7,0.12676894664764404
raw_tensor,0.0,velocity_type_logit,3,4,0.13920122385025024
raw_tensor,0.0,velocity_type_logit,3,5,0.11948440223932266
raw_tensor,0.0,velocity_type_logit,3,6,0.13010820746421814
raw_tensor,0.0,velocity_type_logit,3,7,0.1560591459274292
raw_tensor,0.0,velocity_type_logit,4,5,0.0982251763343811
raw_tensor,0.0,velocity_type_logit,4,6,0.10621519386768341
raw_tensor,0.0,velocity_type_logit,4,7,0.1352355182170868
raw_tensor,0.0,velocity_type_logit,5,6,0.020681776106357574
raw_tensor,0.0,velocity_type_logit,5,7,0.08435416966676712
raw_tensor,0.0,velocity_type_logit,6,7,0.06582579761743546
raw_tensor,0.0,velocity_fractional_coordinate,0,1,0.05448593199253082
raw_tensor,0.0,velocity_fractional_coordinate,0,2,0.00429175142198801
raw_tensor,0.0,velocity_fractional_coordinate,0,3,0.005952361039817333
raw_tensor,0.0,velocity_fractional_coordinate,0,4,0.016354640945792198
raw_tensor,0.0,velocity_fractional_coordinate,0,5,0.022581597790122032
raw_tensor,0.0,velocity_fractional_coordinate,0,6,0.031177464872598648
raw_tensor,0.0,velocity_fractional_coordinate,0,7,0.050667956471443176
raw_tensor,0.0,velocity_fractional_coordinate,1,2,0.058770228177309036
raw_tensor,0.0,velocity_fractional_coordinate,1,3,0.06039728969335556
raw_tensor,0.0,velocity_fractional_coordinate,1,4,0.0382024422287941
raw_tensor,0.0,velocity_fractional_coordinate,1,5,0.03195687010884285
raw_tensor,0.0,velocity_fractional_coordinate,1,6,0.02341439016163349
raw_tensor,0.0,velocity_fractional_coordinate,1,7,0.005202037747949362
raw_tensor,0.0,velocity_fractional_coordinate,2,3,0.0017180780414491892
raw_tensor,0.0,velocity_fractional_coordinate,2,4,0.020631007850170135
raw_tensor,0.0,velocity_fractional_coordinate,2,5,0.02686259150505066
raw_tensor,0.0,velocity_fractional_coordinate,2,6,0.035454753786325455
raw_tensor,0.0,velocity_fractional_coordinate,2,7,0.0549343042075634
raw_tensor,0.0,velocity_fractional_coordinate,3,4,0.02225636877119541
raw_tensor,0.0,velocity_fractional_coordinate,3,5,0.02849709801375866
raw_tensor,0.0,velocity_fractional_coordinate,3,6,0.03708352893590927
raw_tensor,0.0,velocity_fractional_coordinate,3,7,0.05654929578304291
raw_tensor,0.0,velocity_fractional_coordinate,4,5,0.006696966011077166
raw_tensor,0.0,velocity_fractional_coordinate,4,6,0.01510985754430294
raw_tensor,0.0,velocity_fractional_coordinate,4,7,0.03453924506902695
raw_tensor,0.0,velocity_fractional_coordinate,5,6,0.008602671325206757
raw_tensor,0.0,velocity_fractional_coordinate,5,7,0.028124751523137093
raw_tensor,0.0,velocity_fractional_coordinate,6,7,0.01952836476266384
raw_tensor,0.0,velocity_lattice_log,0,1,0.5929078459739685
raw_tensor,0.0,velocity_lattice_log,0,2,0.0258083026856184
raw_tensor,0.0,velocity_lattice_log,0,3,0.20218393206596375
raw_tensor,0.0,velocity_lattice_log,0,4,0.10657475888729095
raw_tensor,0.0,velocity_lattice_log,0,5,0.19999659061431885
raw_tensor,0.0,velocity_lattice_log,0,6,0.2634454071521759
raw_tensor,0.0,velocity_lattice_log,0,7,0.40401631593704224
raw_tensor,0.0,velocity_lattice_log,1,2,0.6142538785934448
raw_tensor,0.0,velocity_lattice_log,1,3,0.6577963829040527
raw_tensor,0.0,velocity_lattice_log,1,4,0.4998250901699066
raw_tensor,0.0,velocity_lattice_log,1,5,0.47031882405281067
raw_tensor,0.0,velocity_lattice_log,1,6,0.4289260804653168
raw_tensor,0.0,velocity_lattice_log,1,7,0.32008102536201477
raw_tensor,0.0,velocity_lattice_log,2,3,0.18571649491786957
raw_tensor,0.0,velocity_lattice_log,2,4,0.12576431035995483
raw_tensor,0.0,velocity_lattice_log,2,5,0.22500845789909363
raw_tensor,0.0,velocity_lattice_log,2,6,0.2885904610157013
raw_tensor,0.0,velocity_lattice_log,2,7,0.4290638566017151
raw_tensor,0.0,velocity_lattice_log,3,4,0.22644728422164917
raw_tensor,0.0,velocity_lattice_log,3,5,0.3796481192111969
raw_tensor,0.0,velocity_lattice_log,3,6,0.43499329686164856
raw_tensor,0.0,velocity_lattice_log,3,7,0.5495964288711548
raw_tensor,0.0,velocity_lattice_log,4,5,0.17374807596206665
raw_tensor,0.0,velocity_lattice_log,4,6,0.22464914619922638
raw_tensor,0.0,velocity_lattice_log,4,7,0.3435050845146179
raw_tensor,0.0,velocity_lattice_log,5,6,0.06514522433280945
raw_tensor,0.0,velocity_lattice_log,5,7,0.21672038733959198
raw_tensor,0.0,velocity_lattice_log,6,7,0.15406250953674316
raw_tensor,0.125,state_type_logit,0,1,0.014917121268808842
raw_tensor,0.125,state_type_logit,0,2,0.0018668920965865254
raw_tensor,0.125,state_type_logit,0,3,0.010390784591436386
raw_tensor,0.125,state_type_logit,0,4,0.01067843846976757
raw_tensor,0.125,state_type_logit,0,5,0.007158490363508463
raw_tensor,0.125,state_type_logit,0,6,0.009371376596391201
raw_tensor,0.125,state_type_logit,0,7,0.015541750937700272
raw_tensor,0.125,state_type_logit,1,2,0.015220445580780506
raw_tensor,0.125,state_type_logit,1,3,0.01661236770451069
raw_tensor,0.125,state_type_logit,1,4,0.016620075330138206
raw_tensor,0.125,state_type_logit,1,5,0.014296917244791985
raw_tensor,0.125,state_type_logit,1,6,0.014541054144501686
raw_tensor,0.125,state_type_logit,1,7,0.01672235131263733
raw_tensor,0.125,state_type_logit,2,3,0.009469729848206043
raw_tensor,0.125,state_type_logit,2,4,0.011797658167779446
raw_tensor,0.125,state_type_logit,2,5,0.00789137277752161
raw_tensor,0.125,state_type_logit,2,6,0.009984930045902729
raw_tensor,0.125,state_type_logit,2,7,0.015846118330955505
raw_tensor,0.125,state_type_logit,3,4,0.01740015484392643
raw_tensor,0.125,state_type_logit,3,5,0.014935551211237907
raw_tensor,0.125,state_type_logit,3,6,0.016263525933027267
raw_tensor,0.125,state_type_logit,3,7,0.0195073951035738
raw_tensor,0.125,state_type_logit,4,5,0.012278147973120213
raw_tensor,0.125,state_type_logit,4,6,0.013276900164783001
raw_tensor,0.125,state_type_logit,4,7,0.016904441639780998
raw_tensor,0.125,state_type_logit,5,6,0.002585221780464053
raw_tensor,0.125,state_type_logit,5,7,0.010544272139668465
raw_tensor,0.125,state_type_logit,6,7,0.008228225633502007
raw_tensor,0.125,state_fractional_coordinate,0,1,0.006810741499066353
raw_tensor,0.125,state_fractional_coordinate,0,2,0.0005364737589843571
raw_tensor,0.125,state_fractional_coordinate,0,3,0.0007440447225235403
raw_tensor,0.125,state_fractional_coordinate,0,4,0.0020443310495465994
raw_tensor,0.125,state_fractional_coordinate,0,5,0.0028226973954588175
raw_tensor,0.125,state_fractional_coordinate,0,6,0.0038971789181232452
raw_tensor,0.125,state_fractional_coordinate,0,7,0.006333488505333662
raw_tensor,0.125,state_fractional_coordinate,1,2,0.007346281316131353
raw_tensor,0.125,state_fractional_coordinate,1,3,0.007549655623733997
raw_tensor,0.125,state_fractional_coordinate,1,4,0.004775300156325102
raw_tensor,0.125,state_fractional_coordinate,1,5,0.003994607832282782
raw_tensor,0.125,state_fractional_coordinate,1,6,0.00292679644189775
raw_tensor,0.125,state_fractional_coordinate,1,7,0.0006502633332274854
raw_tensor,0.125,state_fractional_coordinate,2,3,0.00021476118126884103
raw_tensor,0.125,state_fractional_coordinate,2,4,0.0025788804050534964
raw_tensor,0.125,state_fractional_coordinate,2,5,0.0033578251022845507
raw_tensor,0.125,state_fractional_coordinate,2,6,0.0044318437576293945
raw_tensor,0.125,state_fractional_coordinate,2,7,0.006866786628961563
raw_tensor,0.125,state_fractional_coordinate,3,4,0.00278204376809299
raw_tensor,0.125,state_fractional_coordinate,3,5,0.003562131430953741
raw_tensor,0.125,state_fractional_coordinate,3,6,0.004635434597730637
raw_tensor,0.125,state_fractional_coordinate,3,7,0.007068652659654617
raw_tensor,0.125,state_fractional_coordinate,4,5,0.0008371145813725889
raw_tensor,0.125,state_fractional_coordinate,4,6,0.0018887255573645234
raw_tensor,0.125,state_fractional_coordinate,4,7,0.004317400045692921
raw_tensor,0.125,state_fractional_coordinate,5,6,0.001075333566404879
raw_tensor,0.125,state_fractional_coordinate,5,7,0.0035155906807631254
raw_tensor,0.125,state_fractional_coordinate,6,7,0.0024410439655184746
raw_tensor,0.125,state_lattice_log,0,1,0.07411348819732666
raw_tensor,0.125,state_lattice_log,0,2,0.003226044587790966
raw_tensor,0.125,state_lattice_log,0,3,0.02527298778295517
raw_tensor,0.125,state_lattice_log,0,4,0.013321833685040474
raw_tensor,0.125,state_lattice_log,0,5,0.024999571964144707
raw_tensor,0.125,state_lattice_log,0,6,0.032930679619312286
raw_tensor,0.125,state_lattice_log,0,7,0.050502028316259384
raw_tensor,0.125,state_lattice_log,1,2,0.07678176462650299
raw_tensor,0.125,state_lattice_log,1,3,0.08222457021474838
raw_tensor,0.125,state_lattice_log,1,4,0.062478162348270416
raw_tensor,0.125,state_lattice_log,1,5,0.05878986418247223
raw_tensor,0.125,state_lattice_log,1,6,0.0536157600581646
raw_tensor,0.125,state_lattice_log,1,7,0.040010157972574234
raw_tensor,0.125,state_lattice_log,2,3,0.023214558139443398
raw_tensor,0.125,state_lattice_log,2,4,0.015720533207058907
raw_tensor,0.125,state_lattice_log,2,5,0.02812606282532215
raw_tensor,0.125,state_lattice_log,2,6,0.03607381880283356
raw_tensor,0.125,state_lattice_log,2,7,0.053632982075214386
raw_tensor,0.125,state_lattice_log,3,4,0.028305912390351295
raw_tensor,0.125,state_lattice_log,3,5,0.04745601490139961
raw_tensor,0.125,state_lattice_log,3,6,0.05437416955828667
raw_tensor,0.125,state_lattice_log,3,7,0.06869955360889435
raw_tensor,0.125,state_lattice_log,4,5,0.021718502044677734
raw_tensor,0.125,state_lattice_log,4,6,0.028081145137548447
raw_tensor,0.125,state_lattice_log,4,7,0.04293813183903694
raw_tensor,0.125,state_lattice_log,5,6,0.008143155835568905
raw_tensor,0.125,state_lattice_log,5,7,0.027090033516287804
raw_tensor,0.125,state_lattice_log,6,7,0.019257796928286552
raw_tensor,0.125,velocity_type_logit,0,1,0.10895966738462448
raw_tensor,0.125,velocity_type_logit,0,2,0.013439033180475235
raw_tensor,0.125,velocity_type_logit,0,3,0.07483188062906265
raw_tensor,0.125,velocity_type_logit,0,4,0.07701189815998077
raw_tensor,0.125,velocity_type_logit,0,5,0.052068088203668594
raw_tensor,0.125,velocity_type_logit,0,6,0.06833887100219727
raw_tensor,0.125,velocity_type_logit,0,7,0.11330242455005646
raw_tensor,0.125,velocity_type_logit,1,2,0.11134829372167587
raw_tensor,0.125,velocity_type_logit,1,3,0.12219519168138504
raw_tensor,0.125,velocity_type_logit,1,4,0.12097737938165665
raw_tensor,0.125,velocity_type_logit,1,5,0.10454777628183365
raw_tensor,0.125,velocity_type_logit,1,6,0.10661225020885468
raw_tensor,0.125,velocity_type_logit,1,7,0.1232406497001648
raw_tensor,0.125,velocity_type_logit,2,3,0.06825219839811325
raw_tensor,0.125,velocity_type_logit,2,4,0.08509846031665802
raw_tensor,0.125,velocity_type_logit,2,5,0.05766776204109192
raw_tensor,0.125,velocity_type_logit,2,6,0.0731419026851654
raw_tensor,0.125,velocity_type_logit,2,7,0.11601946502923965
raw_tensor,0.125,velocity_type_logit,3,4,0.12529820203781128
raw_tensor,0.125,velocity_type_logit,3,5,0.10838064551353455
raw_tensor,0.125,velocity_type_logit,3,6,0.11855535954236984
raw_tensor,0.125,velocity_type_logit,3,7,0.1435486376285553
raw_tensor,0.125,velocity_type_logit,4,5,0.08903555572032928
raw_tensor,0.125,velocity_type_logit,4,6,0.09646803885698318
raw_tensor,0.125,velocity_type_logit,4,7,0.12293695658445358
raw_tensor,0.125,velocity_type_logit,5,6,0.01880854368209839
raw_tensor,0.125,velocity_type_logit,5,7,0.07611136883497238
raw_tensor,0.125,velocity_type_logit,6,7,0.05920316278934479
raw_tensor,0.125,velocity_fractional_coordinate,0,1,0.04776911064982414
raw_tensor,0.125,velocity_fractional_coordinate,0,2,0.0035433736629784107
raw_tensor,0.125,velocity_fractional_coordinate,0,3,0.005635825451463461
raw_tensor,0.125,velocity_fractional_coordinate,0,4,0.013205628842115402
raw_tensor,0.125,velocity_fractional_coordinate,0,5,0.01966986432671547
raw_tensor,0.125,velocity_fractional_coordinate,0,6,0.027379821985960007
raw_tensor,0.125,velocity_fractional_coordinate,0,7,0.045150090008974075
raw_tensor,0.125,velocity_fractional_coordinate,1,2,0.0513007752597332
raw_tensor,0.125,velocity_fractional_coordinate,1,3,0.05335647240281105
raw_tensor,0.125,velocity_fractional_coordinate,1,4,0.03459259122610092
raw_tensor,0.125,velocity_fractional_coordinate,1,5,0.028147755190730095
raw_tensor,0.125,velocity_fractional_coordinate,1,6,0.020469389855861664
raw_tensor,0.125,velocity_fractional_coordinate,1,7,0.003692344995215535
raw_tensor,0.125,velocity_fractional_coordinate,2,3,0.002122174948453903
raw_tensor,0.125,velocity_fractional_coordinate,2,4,0.0167370717972517
raw_tensor,0.125,velocity_fractional_coordinate,2,5,0.02320626564323902
raw_tensor,0.125,velocity_fractional_coordinate,2,6,0.030912892892956734
raw_tensor,0.125,velocity_fractional_coordinate,2,7,0.04867284744977951
raw_tensor,0.125,velocity_fractional_coordinate,3,4,0.018802858889102936
raw_tensor,0.125,velocity_fractional_coordinate,3,5,0.02527180127799511
raw_tensor,0.125,velocity_fractional_coordinate,3,6,0.03297167271375656
raw_tensor,0.125,velocity_fractional_coordinate,3,7,0.05071510002017021
raw_tensor,0.125,velocity_fractional_coordinate,4,5,0.006663033273071051
raw_tensor,0.125,velocity_fractional_coordinate,4,6,0.014303545467555523
raw_tensor,0.125,velocity_fractional_coordinate,4,7,0.0320560522377491
raw_tensor,0.125,velocity_fractional_coordinate,5,6,0.0077172815799713135
raw_tensor,0.125,velocity_fractional_coordinate,5,7,0.02552064135670662
raw_tensor,0.125,velocity_fractional_coordinate,6,7,0.01780981570482254
raw_tensor,0.125,velocity_lattice_log,0,1,0.5955408811569214
raw_tensor,0.125,velocity_lattice_log,0,2,0.025385798886418343
raw_tensor,0.125,velocity_lattice_log,0,3,0.19607184827327728
raw_tensor,0.125,velocity_lattice_log,0,4,0.10737845301628113
raw_tensor,0.125,velocity_lattice_log,0,5,0.1966911405324936
raw_tensor,0.125,velocity_lattice_log,0,6,0.2595834732055664
raw_tensor,0.125,velocity_lattice_log,0,7,0.400397926568985
raw_tensor,0.125,velocity_lattice_log,1,2,0.6169417500495911
raw_tensor,0.125,velocity_lattice_log,1,3,0.6568496823310852
raw_tensor,0.125,velocity_lattice_log,1,4,0.5020548701286316
raw_tensor,0.125,velocity_lattice_log,1,5,0.47313106060028076
raw_tensor,0.125,velocity_lattice_log,1,6,0.4311395287513733
raw_tensor,0.125,velocity_lattice_log,1,7,0.3196028470993042
raw_tensor,0.125,velocity_lattice_log,2,3,0.18063655495643616
raw_tensor,0.125,velocity_lattice_log,2,4,0.12604625523090363
raw_tensor,0.125,velocity_lattice_log,2,5,0.22120817005634308
raw_tensor,0.125,velocity_lattice_log,2,6,0.28427231311798096
raw_tensor,0.125,velocity_lattice_log,2,7,0.4251170754432678
raw_tensor,0.125,velocity_lattice_log,3,4,0.2163940966129303
raw_tensor,0.125,velocity_lattice_log,3,5,0.37014245986938477
raw_tensor,0.125,velocity_lattice_log,3,6,0.42495647072792053
raw_tensor,0.125,velocity_lattice_log,3,7,0.5399667024612427
raw_tensor,0.125,velocity_lattice_log,4,5,0.17415691912174225
raw_tensor,0.125,velocity_lattice_log,4,6,0.22387517988681793
raw_tensor,0.125,velocity_lattice_log,4,7,0.34145164489746094
raw_tensor,0.125,velocity_lattice_log,5,6,0.06456629186868668
raw_tensor,0.125,velocity_lattice_log,5,7,0.21621955931186676
raw_tensor,0.125,velocity_lattice_log,6,7,0.1540917456150055
raw_tensor,0.25,state_type_logit,0,1,0.028511816635727882
raw_tensor,0.25,state_type_logit,0,2,0.0035452949814498425
raw_tensor,0.25,state_type_logit,0,3,0.019736463204026222
raw_tensor,0.25,state_type_logit,0,4,0.020298436284065247
raw_tensor,0.25,state_type_logit,0,5,0.013657859526574612
raw_tensor,0.25,state_type_logit,0,6,0.01790165901184082
raw_tensor,0.25,state_type_logit,0,7,0.02968379110097885
raw_tensor,0.25,state_type_logit,1,2,0.02911299839615822
raw_tensor,0.25,state_type_logit,1,3,0.031861547380685806
raw_tensor,0.25,state_type_logit,1,4,0.031725626438856125
raw_tensor,0.25,state_type_logit,1,5,0.027344992384314537
raw_tensor,0.25,state_type_logit,1,6,0.02784847654402256
raw_tensor,0.25,state_type_logit,1,7,0.03210878372192383
raw_tensor,0.25,state_type_logit,2,3,0.017993615940213203
raw_tensor,0.25,state_type_logit,2,4,0.02242780663073063
raw_tensor,0.25,state_type_logit,2,5,0.01509035099297762
raw_tensor,0.25,state_type_logit,2,6,0.019115455448627472
raw_tensor,0.25,state_type_logit,2,7,0.030328039079904556
raw_tensor,0.25,state_type_logit,3,4,0.03305230662226677
raw_tensor,0.25,state_type_logit,3,5,0.02846916764974594
raw_tensor,0.25,state_type_logit,3,6,0.03106735087931156
raw_tensor,0.25,state_type_logit,3,7,0.037431105971336365
raw_tensor,0.25,state_type_logit,4,5,0.023398682475090027
raw_tensor,0.25,state_type_logit,4,6,0.02532459795475006
raw_tensor,0.25,state_type_logit,4,7,0.032253559678792953
raw_tensor,0.25,state_type_logit,5,6,0.004932858049869537
raw_tensor,0.25,state_type_logit,5,7,0.020044395700097084
raw_tensor,0.25,state_type_logit,6,7,0.015618115663528442
raw_tensor,0.25,state_fractional_coordinate,0,1,0.012781118042767048
raw_tensor,0.25,state_fractional_coordinate,0,2,0.0009793306235224009
raw_tensor,0.25,state_fractional_coordinate,0,3,0.0014483999693766236
raw_tensor,0.25,state_fractional_coordinate,0,4,0.0036945699248462915
raw_tensor,0.25,state_fractional_coordinate,0,5,0.005281298421323299
raw_tensor,0.25,state_fractional_coordinate,0,6,0.0073194908909499645
raw_tensor,0.25,state_fractional_coordinate,0,7,0.011976979672908783
raw_tensor,0.25,state_fractional_coordinate,1,2,0.013758132234215736
raw_tensor,0.25,state_fractional_coordinate,1,3,0.014218603260815144
raw_tensor,0.25,state_fractional_coordinate,1,4,0.00909848976880312
raw_tensor,0.25,state_fractional_coordinate,1,5,0.007511748466640711
raw_tensor,0.25,state_fractional_coordinate,1,6,0.005483756773173809
raw_tensor,0.25,state_fractional_coordinate,1,7,0.0011072136694565415
raw_tensor,0.25,state_fractional_coordinate,2,3,0.0004792229738086462
raw_tensor,0.25,state_fractional_coordinate,2,4,0.004670524504035711
raw_tensor,0.25,state_fractional_coordinate,2,5,0.0062584481202065945
raw_tensor,0.25,state_fractional_coordinate,2,6,0.008295765146613121
raw_tensor,0.25,state_fractional_coordinate,2,7,0.012950603850185871
raw_tensor,0.25,state_fractional_coordinate,3,4,0.005132026970386505
raw_tensor,0.25,state_fractional_coordinate,3,5,0.0067208753898739815
raw_tensor,0.25,state_fractional_coordinate,3,6,0.008756641298532486
raw_tensor,0.25,state_fractional_coordinate,3,7,0.013407733291387558
raw_tensor,0.25,state_fractional_coordinate,4,5,0.001666450989432633
raw_tensor,0.25,state_fractional_coordinate,4,6,0.0036752563901245594
raw_tensor,0.25,state_fractional_coordinate,4,7,0.008323672227561474
raw_tensor,0.25,state_fractional_coordinate,5,6,0.0020399412605911493
raw_tensor,0.25,state_fractional_coordinate,5,7,0.006705458275973797
raw_tensor,0.25,state_fractional_coordinate,6,7,0.0046670990996062756
raw_tensor,0.25,state_lattice_log,0,1,0.14855296909809113
raw_tensor,0.25,state_lattice_log,0,2,0.006398085504770279
raw_tensor,0.25,state_lattice_log,0,3,0.04978125914931297
raw_tensor,0.25,state_lattice_log,0,4,0.026734134182333946
raw_tensor,0.25,state_lattice_log,0,5,0.04958447813987732
raw_tensor,0.25,state_lattice_log,0,6,0.06537653505802155
raw_tensor,0.25,state_lattice_log,0,7,0.10054783523082733
raw_tensor,0.25,state_lattice_log,1,2,0.15389582514762878
raw_tensor,0.25,state_lattice_log,1,3,0.16432395577430725
raw_tensor,0.25,state_lattice_log,1,4,0.12523223459720612
raw_tensor,0.25,state_lattice_log,1,5,0.11792856454849243
raw_tensor,0.25,state_lattice_log,1,6,0.1075051873922348
raw_tensor,0.25,state_lattice_log,1,7,0.07995664328336716
raw_tensor,0.25,state_lattice_log,2,3,0.04579333961009979
raw_tensor,0.25,state_lattice_log,2,4,0.03146437183022499
raw_tensor,0.25,state_lattice_log,2,5,0.05577489733695984
raw_tensor,0.25,state_lattice_log,2,6,0.07160508632659912
raw_tensor,0.25,state_lattice_log,2,7,0.10676795989274979
raw_tensor,0.25,state_lattice_log,3,4,0.0553484670817852
raw_tensor,0.25,state_lattice_log,3,5,0.09372172504663467
raw_tensor,0.25,state_lattice_log,3,6,0.10749094188213348
raw_tensor,0.25,state_lattice_log,3,7,0.13619011640548706
raw_tensor,0.25,state_lattice_log,4,5,0.04348628968000412
raw_tensor,0.25,state_lattice_log,4,6,0.05606396123766899
raw_tensor,0.25,state_lattice_log,4,7,0.08561739325523376
raw_tensor,0.25,state_lattice_log,5,6,0.01621337980031967
raw_tensor,0.25,state_lattice_log,5,7,0.05411528795957565
raw_tensor,0.25,state_lattice_log,6,7,0.03851768374443054
raw_tensor,0.25,velocity_type_logit,0,1,0.10054288059473038
raw_tensor,0.25,velocity_type_logit,0,2,0.012160814367234707
raw_tensor,0.25,velocity_type_logit,0,3,0.06774048507213593
raw_tensor,0.25,velocity_type_logit,0,4,0.06971196830272675
raw_tensor,0.25,velocity_type_logit,0,5,0.04770858213305473
raw_tensor,0.25,velocity_type_logit,0,6,0.06279180198907852
raw_tensor,0.25,velocity_type_logit,0,7,0.1041649654507637
raw_tensor,0.25,velocity_type_logit,1,2,0.10290765017271042
