material_id,split,formula,atom_count,tensor_norm,response_stratum,physical_zero,target_cache_sha256
JVASP-10862,train,Al2Se3,20,0.7824493646621704,3,False,616d467a8dca7bf46a265708e006c688ead354123dbbfffcca5d5465b3edb86a
JVASP-10867,train,SiC,30,1.6816216707229614,4,False,7e8d7516059e8abecb12a57bcebed93b2e6ee89944c7199e308435e34de2034d
JVASP-10883,train,KTbGeS4,14,0.028403835371136665,1,False,2c2ca0fec6e338e1129d9a978b26ed8baef3069e2845b472fee570d615ec873e
JVASP-10884,train,KPrGeSe4,14,0.017820661887526512,1,False,bc55746b99d96c00dbe80f5cf15aadfc398e90a1e0d448abeba89a7b938930d2
JVASP-10889,train,Te2O5,14,0.24017982184886932,2,False,6027ba687e71d5fd3b422c19b4c155a592dd29f1719b6af5362e6d269a4716c0
JVASP-10908,train,CaTi2F10,26,0.06279748678207397,2,False,1592883e1a4b7d54a193e5f409a1e14c1631557a86278e8ba8b3571297b5f491
JVASP-10913,train,CaBiAsO6,18,0.11348668485879898,2,False,b8ad3df689eb5b5f89873ff5c8774cf9d120d72f7800ec57ae83541cbbbb1f34
JVASP-10919,train,CaCr2F10,26,0.06925197690725327,2,False,66715916bf6a2655f13654e7bafc57ad78319e1a66699aa1f47f204f67a9afbe
JVASP-10973,train,CoHgC4(SeN)4,28,0.33977633714675903,2,False,2e72bf33cdd6f900da26dd9a9160fba11dbe387a2d27d0697b25513bd258cc4a
JVASP-10979,train,Ag3PS4,16,0.8416792750358582,3,False,a9d63ded129b481b2bd98bac67ca6636a9bef63a8f74d8da30f80f3dd041f3e8
JVASP-110,train,BaTiO3,5,0.6084626913070679,3,False,dc76cab0ed986a23909ebf2ab2da1e742ddb4fc567acaf9d44c5bca446080f64
JVASP-11006,train,KAlO2,16,0.002839999971911311,1,False,2c9374a23f6ace28a9cbc45bf3caf577fc0e89f807f779d81da4b6f6ea29d988
JVASP-1102,train,TePb,8,0.0,0,True,f3ffc61ce3f17ea8f2c04de4ba9139cc4f536a7ce49932e488b6d81b188e07ee
JVASP-1103,train,TePb,8,0.0,0,True,bd109700c3ce230586842d4169c0020d0e3252c3686dc21435a6f8daf23dfedd
JVASP-1104,train,TePb,8,0.0,0,True,3ec867132a4c8b1803e3a9ae200be327e74be468d466e2db51e855a1ce190e89
JVASP-11052,train,CaMn2F10,26,0.07472898066043854,2,False,7e8954a71b2e20c388dedf7759232465e7f8f4c32875d70313c1414792a09241
JVASP-11074,train,HoAgSe2,16,0.41431304812431335,2,False,db97b44947f4423cca4bb6c3520b0055a4c0af9fb864058e6b2eb49be32096ce
JVASP-1109,train,SnS,8,0.0,0,True,454f0f433a14ea335a1f0b465dac2a9b6944e0a6fc6da8e9954dd742df8be607
JVASP-1112,train,PbS,8,0.0,0,True,83731bddc8b8d7e4a724b1b26ad2182f409fbbc283a6787a4ad25ad9f00a8428
JVASP-11129,train,KPrSiSe4,14,0.01938866637647152,1,False,b5346c785e97a1c45c1ff3dce69412e2e0e3c937f2533669a0a971c14000eb59
JVASP-11152,train,PdF4,40,0.42567193508148193,2,False,b1417963589b89c73bb21a4087212b083f982f1da494ac4f271dfe7bd5466fef
JVASP-11169,train,K3NbO8,24,0.4562482237815857,2,False,2ff1d554d29326f1a2d9c6ccede357b4ef988be7302b76ddda3d452fde7ff49a
JVASP-11187,train,Rb2LiAsO4,32,0.2590777277946472,2,False,608c2d1a6d44fba7c599816e30296f982c4edb43579b0a2577dff216b04a75d2
JVASP-11195,train,Hf(PS3)2,72,0.24610581994056702,2,False,9615474268414ec4cf7e1b904fb89809f53809dd957893d7c191c67ac9944226
JVASP-1120,train,SrSe,8,0.0,0,True,4b3c564eb3c4bbd6ceed23831831078feeadcd2823b557f17236289cb9a056b9
JVASP-11200,train,Na2PtSe2,20,0.0876406729221344,2,False,14338bdac289ba9f9e6a89bb3c3fe6ffd7b88d1c886740334d9e443c85f8d605
JVASP-1121,train,SrSe,8,0.0,0,True,07a3ecc63f5cdade2cf06833504c99c97ce6d7dfbb17d1811c3d87abe83d38a4
JVASP-11212,train,KAsSe2,32,0.5785340070724487,3,False,f9c48e75f76eedd8bcb0c641ed1382d7c0184fa4e70cf0fca4c6d5ee2061f2d9
JVASP-1122,train,SrSe,8,0.0,0,True,ff50a09873e6d59e80978c588416cff7857e1c7490572e3ebd8170a5228df0fa
JVASP-1126,train,KTaO3,5,0.0,0,True,ee87bc66cdcdb33202f2bd6db6b1025d75718702f31f912cb778f65db96da037
JVASP-1127,train,KTaO3,5,0.0,0,True,c1dca37e18e1b6f0ed5f01362b0d6767f9e64cbfac7b0370f2c5011a75b6bcca
JVASP-1128,train,KTaO3,5,0.0,0,True,bbb3e9fd8eeb287add2c4c7d084e8a570ecb9e11337870406a63856af0319354
JVASP-1129,train,LiF,8,0.0,0,True,45f583878793a7d59ee1c3a81529be7b16cd1a110fade27be22f23bfe4594217
JVASP-113,train,ZrO2,12,0.0,0,True,93134b12ea103baa72bce3609cf736168570872fb67f551b5e9e15257b96f9ee
JVASP-1130,train,LiF,8,0.0,0,True,cddf46884e4f9d6192c4bbe4dbd0c9afa797bbeea5bf836444443912c3b37f73
JVASP-11300,train,MgSnF4,12,0.371674507856369,2,False,23bcb7ff8ab8a30a060efabaf380a8e568f052188a95c019ba1889dbd2701929
JVASP-1131,train,LiF,8,0.0,0,True,efa5acd784937403752cfb508b77b679947b46c5c4551ceba45c742fc18d29b4
JVASP-11314,train,CaFeF4,24,96.47425079345703,4,False,a5729a918db5f609925c802f17f485ffa14c3e98a50996c93c47c62c353329a3
JVASP-11315,train,MgNiF4,24,0.13736045360565186,2,False,ed706db67deec4104f3430192b9157fa6cf2e57500303143765c16df4fe2c02c
JVASP-1132,train,CeO2,12,0.0,0,True,d6813085d132c79896f108f62d534c526ee7e76ec252ed99052c92ad64843e9a
JVASP-11321,train,ZnSbF5,14,0.25162625312805176,2,False,f42c1e17af7678fac2249cb75957885608bddd45a74b30846d7cdf951ae18636
JVASP-1133,train,CeO2,12,0.0,0,True,ebf47e17ae8164b3ac77647c57ae643113bd5df8ae600793b3534f0507c5155c
JVASP-1134,train,CeO2,12,0.0,0,True,7f1d340700d499d04a91684571952c701e2d51bd16bfecebfe23c4e56674a793
JVASP-1135,train,BaF2,12,0.0,0,True,4cf1ce11e695f34d9259fccc17fb5b5ffed0b86f5a550fb191f2061272d973e0
JVASP-1136,train,BaF2,12,0.0,0,True,cf6456e92aac05e61b592c10fe59ef1498c33911e6ec9760496c225e109cb8c4
JVASP-1137,train,BaF2,12,0.0,0,True,0c7351a84ee6ac60a4b96efafadd1ba311e30e00523f570e0bbd7a634014f4b1
JVASP-11387,train,Li2GeO3,24,0.652736485004425,3,False,e67cfb8c4a2f3eea996d9d2006f0c94641134c5427e22ed9358311f2b2b17bca
JVASP-11399,train,Sc4C3,28,0.2703011631965637,2,False,d236dd3ee458020841e5c4ab6960ac2d07fa2e6a13e3215ba18ad26c1a7922e3
JVASP-11412,train,SrAl2B2O7,36,0.5113919973373413,3,False,3d0cb164eebd197c813291107d76136e536d1c7d0bc47edded60ed5b42bd0b18
JVASP-11415,train,RbV(CuS2)2,32,0.374761700630188,2,False,046bf1d56955d453b700ae86149e619d7fa7a4487941f005ac7d7eb2bc20d9d6
JVASP-11436,train,CoAsS,12,0.06314784288406372,2,False,380d1380b0926741a1bac6e1f683cd5a04ea200d4991db87a5f82dea83db3ece
JVASP-1144,train,KCl,8,0.0,0,True,d79f1a9a8de7e1bbce1dca528be1d3844c8133fccd80ae51756b00fb5e058373
JVASP-11449,train,Tl4GeS4,36,0.27650749683380127,2,False,42a18a371d09f294ad4818f3db73817756b89b5c7bdabc83773cd4bbb85b9c09
JVASP-1145,train,KCl,8,0.0,0,True,b052c84f84b4400ec1b42f1d0ebed3c7f4c5d5135580797280766c5bf70ae4db
JVASP-1146,train,KCl,8,0.0,0,True,3361fd63bae39ff079b49c0c1f7e3debf3aec4ea210db3c970b2619da53bf865
JVASP-11481,train,RbLiCrO4,14,0.6216287016868591,3,False,88a1d596ac9abaac34a374f52583212494d4571831cc76c9c3e990f6091d3edc
JVASP-11485,train,Na3Mo(OF)3,30,0.4170691668987274,2,False,dbd125b96d52cedc0d3c56f8772952ee15685e43404ecc5cc5cc59e33678c107
JVASP-11490,train,Na4CoO3,32,0.2432057410478592,2,False,9da971f378cf1e895ba9e74143140f94297c9c7a3c11cb26b289dd948277d3b7
JVASP-11492,train,Na2NiO2,20,0.07779990136623383,2,False,8b1cb9e39fd665d93d3d108302133b79a663a030b0985f8ab6fc3d79b120891d
JVASP-11504,train,Ba2Ti3O8,13,0.28344258666038513,2,False,4668240cdb55da5eb858ebf601168c1cb4896ec7f04682a148cb2d0d40d1785d
JVASP-11507,train,MoO3,16,1.1121770143508911,4,False,27da8b1baf87c7e1a67bdc8f8a9cd14f619a8cd17583df078443829b30343d99
JVASP-11523,train,SbF4,10,0.2146437168121338,2,False,e877e18dedee06068d831ad6924bd7dfefe7651f287543085d7615d1573720c9
JVASP-1156,train,GeTe,6,2.503845691680908,4,False,4b761d8106591686a58dc92d72f85578563bc41ea552e56d5494f029bf39580e
JVASP-1157,train,GeTe,6,2.4937386512756348,4,False,9a2cfb4bd80b3c539cc96c1e44f9a0ec5e83c527b4c5418635ec26c084c9bb27
JVASP-11572,train,BiF4,10,0.1812816858291626,2,False,bb4221a063efdb44a5e80eada6ce8a629210c37787b8316427ef4a1d573e89ca
JVASP-11581,train,Sr4CaCr2(SO3)2,15,0.11761563271284103,2,False,bcef83422b9de775f1eca1c3f3dd7b5fbfcf32a705943efaf52b7663b6f16337
JVASP-11596,train,Al(MoS2)4,52,9.072151184082031,4,False,f3ba340557f577861824b5713e0d82e7d9c2ab954f9ece7529f05184c3c5e131
JVASP-11597,train,Al5CuS8,56,0.16965165734291077,2,False,0c992829a2f211f37d39dcf1909881631a6f62128d166318ce02080963266e58
JVASP-11598,train,Al5CuSe8,56,0.14897796511650085,2,False,62756958ba70e2a01bb27a825c1b8839e53897719ad3cca7dd519d3949a394d1
JVASP-116,train,MgO,8,0.0,0,True,e7f379c0e63073b7ba78b359b10944c43631469fe6002f90cf82fd116d6d4798
JVASP-11661,train,Fe3PO7,33,3.7186834812164307,4,False,b4aec532fe1654d7a5d2ea0f59c23d6114d62ce357ecb7880e5c7b54a8016e51
JVASP-1167,train,BeS,8,1.5415863990783691,4,False,00b6ae67465b9bcc760b48cc9058b3fddfc4923f2f6fe82369aa077dc3cd6d88
JVASP-1169,train,ThO2,12,0.0,0,True,856df2ed3f349df2260dcd98bc90d51a7ca240ae2e9aac32d214e76f3e9fa3d1
JVASP-11696,train,K3CrO8,24,0.28392577171325684,2,False,c54a49aaee1b13b58518c8d280297e7c291c64bb828eb80c51bfbcd19d29baaa
JVASP-11697,train,LiFeAs2O7,22,0.9470885396003723,3,False,a16e58c96aa8eaa89f02be38d081e8bc15f7b6aee91cc0175ae77634df0358f4
JVASP-11706,train,VAgHgO4,28,0.16012203693389893,2,False,cd35f19d40f88d158ac3457d190e1930874840ad7ea7dff010d78239196f9e45
JVASP-1171,train,Na2S,12,0.0,0,True,21759eb1b83b2cd08025afc7fa8b26f737dcdf990a669577fda7998bcf526979
JVASP-11724,train,NaV(OF)2,12,0.01341620646417141,1,False,59f4111b1bb21c5ea0767715386f3510c80a91802aaf4c44a072822fdd2a225a
JVASP-1174,train,GaAs,8,14.71856689453125,4,False,b2303426885ebf747ae096cb0614502f41b47e8899902b6be7d5bfbe1600d3b3
JVASP-11748,train,Na4FeO3,32,0.1747128665447235,2,False,01f3b3d710df472896cccf0964ed58d7936a49ec38d9561bb40c1ba7110aa4c5
JVASP-11766,train,BaCoO2,12,0.22624093294143677,2,False,3f7f9f7bfef5f8be50d32217883b877b34b3b7818fa48468446749950c118e17
JVASP-11769,train,MnTeMoO6,18,0.7477110028266907,3,False,6decf97e3e6d05429347a649a4ee999dd3ac714e95038530600fe4fba735a348
JVASP-11775,train,Na3MoNO3,16,0.6644191145896912,3,False,36ce4d4cba1d34da7fc4baa0418dd902efbd95f350a499076372dd0fa039b6e2
JVASP-11777,train,FePO4,18,0.7261028289794922,3,False,c4250a56dbfb5fe0e41c9db14140ed6fe8f771f3825de09241719a592800c451
JVASP-11782,train,Rb2LiVO4,32,0.36493220925331116,2,False,0b8501949a669764b21a8c1324f5233e060126fa43b6a8ac88c58fb3e1ef3327
JVASP-11785,train,LiMnBO3,18,0.8853579759597778,3,False,db9291a93dd56241aa3337b9dd88fcf94d10ae621e1b013b388c367f02cdaf0c
JVASP-1180,train,InN,4,1.6873594522476196,4,False,b5b1b7d2ad7272df1fc339af0ac238f1107ccb4e63690cc42bdcddbcd74f35ba
JVASP-11815,train,Li3VO4,16,0.662766695022583,3,False,1e5cc4e32e7792f6886ccb5f482efdb461527b8ce124e2c29da9d1dd9f1a0038
JVASP-11820,train,BaNiO3,10,0.0013893165159970522,1,False,d846a7268122d0585168192b523cd15d745549b596f589b791183285e0bbfae1
JVASP-1183,train,InP,8,2.47445011138916,4,False,307e1e236274bbf18d326355afc37b561d58eac917990844012db1cdfd6fccb5
JVASP-1189,train,InSb,8,1.7620160579681396,4,False,a8fb787758a269fb6afaf17fef1450e159a1a51573ce724561dfb255de146569
JVASP-119,train,Rb2Te,12,0.0,0,True,2b98c9491b0fa40c7aaed09900c598025d858662bdbae013b38d3c8892531de0
JVASP-1195,train,ZnO,4,1.2728404998779297,4,False,0281683c3304be50fd595db23e6315e9e74efd98c46ace83542a7f1d756bfadc
JVASP-1198,train,ZnTe,8,1.6735649108886719,4,False,bc2902fb22c44997abf56eeae304db321c389889c3e7a691f8a4528d406748ab
JVASP-11997,train,As,8,0.0,0,True,ae14d47d7b1fb44ee081e19c1649f3102a55bbd078739da8a97f8183d8c9a55e
JVASP-12003,train,NbO2,6,0.0,0,True,f2c41646a9bfcecf07c88fc9314d6f604fc2d7f9e96c2cf395829adc22232e33
JVASP-12005,train,SbAsO3,20,0.0,0,True,8a6a890627ff613fd43fd433b4a090dd527fc2cfcdb00943281c9fdec5bc75e7
JVASP-12010,train,MoO3,16,0.0,0,True,bfb8b1e42e080d1e3e6a1d122b987a553917643d3aa6a14f3c32251358801419
JVASP-12013,train,CrGeTe3,30,0.0,0,True,322642d824917bd4632c5b2ae9864283440522d26e8e0c9c68d4d81cfacbb140
JVASP-12014,train,ZrBrN,18,0.0,0,True,48bd8645e66c29470a322ab2ccacc3eca9f94cd5462c9611fc3fc7a82f66c789
JVASP-12015,train,PdSeO3,10,0.0,0,True,e4078f17632e41a89b116c01027fca9b0197c04bc45da7d54f347b55d5c1f982
JVASP-12018,train,SrSbSe2F,10,0.0,0,True,720abbfdf61ed4e62ffc2f83b0dddb0b9f78cde85f84afd8d4eab5914b2e3d38
JVASP-12019,train,CoO2,6,0.0,0,True,2a852bb1ae5c1de1b2dcc9b20537fbe78e343380d8d7534f11a2b3da8673be02
JVASP-12022,train,VPO5,14,0.0,0,True,98f5a860157524c5f48ae74512d2bb3b6de1ee88c1f323ce90a6a5a135b2d3e1
JVASP-12025,train,CoI2,3,0.0,0,True,85dba2d0fb8dfaf5692e060edeaa886a26cc9d7a58d7b2f61990d69f0d9047ac
JVASP-12026,train,Nb(SeBr)2,20,0.0,0,True,757a5dcef3a163e73f871c8f261a23b30b6d18a52e2f4d0e1bd34cb5115cf323
JVASP-12027,train,ZrBrN,6,0.0,0,True,844139bebb307991e6c07e860a7d55c1b5ee822df5b22fccaefacdd18d3f2da7
JVASP-12033,train,YI3,24,0.0,0,True,86e0f37e8c144e5eb182adf8ee9630e384daddd8a096f4b54e99dc4410dc38ee
JVASP-12034,train,NbCoTe2,16,0.0,0,True,699ad4575869bc4e2cfe6562c7761aba476c3c3463c2be519f70fb5d92ed4665
JVASP-12038,train,AlHO2,8,0.0,0,True,4f1576700e731424246aaf3307156e58698e7a425b8790f0565e478bdfb3b454
JVASP-12047,train,CoO2,3,0.0,0,True,3a53794f87de7f75c5b6731393c2b8c983d3a51dc0edf072cb4b27e174dcddc8
JVASP-12048,train,BiBr3,16,0.0,0,True,b4f6b91bad3f941a9f014e425d5e0b45483076640d4b67f092c88d7d8fb6a2ad
JVASP-12049,train,YBrO,18,0.0,0,True,849b7774f497452c28a916fe722087630aa3fd6559d59678c07fd64289736e2e
JVASP-12050,train,Mg(ReO4)2,11,0.0,0,True,afb1abdfc13d72a584135ebe5187cafbda4a1db104437072b0750feefb5eb55f
JVASP-12051,train,BiOF,18,0.0,0,True,160b6e4e5063e3f372d16eb909c0019be557b22c3d8f3d5a5764ec20253e34a7
JVASP-12053,train,MnCoO4,12,1.0485097169876099,4,False,60cf85df052ffea5afb3b1b2c3b83a114f303b1b78371f033d2518e7e8a18dd4
JVASP-12057,train,ZrTiTe4,6,0.0,0,True,9fcacdae5d38d880e83cc5c6a81bc72c233e5e23f95f779fbc5501a8a6b8a61c
JVASP-12058,train,Si3H,8,0.0,0,True,13db0c96dd6ce73a69242d433590ab9e13a1539913b9761155bb153872fe1e7c
JVASP-12063,train,CoO2,6,0.0,0,True,71f166b613f4e9827bc234cef3814a25024dd82a2fdead5e882a569baa895dd7
JVASP-12064,train,VO2,6,7.795889854431152,4,False,63a5977d835004ba145adfab3046d4508f8c1be7bdeacb91919f8d155cafde8c
JVASP-12068,train,Ho2C,9,0.0,0,True,e63ada8d176fb54ff10af420f6f1b4e30110f34d6495cf18bd59f05c528309c5
JVASP-12069,train,Zr2Te2P,15,0.0,0,True,3a41e0c3407eab7f5013e335271b1daa2edd577c1bfc998d8f94c828003b1b7b
JVASP-1207,train,CdAs2,12,0.042170003056526184,1,False,ea102a9ed5df186f0ebb785b6bc54c0e48e02d34f74f1b04d174fe4580a7af9a
JVASP-12071,train,TeO2,24,0.0,0,True,4dd29c311f57738661ccb81035f87b6e86dccca9f3a7ba72db74f49b371740f9
JVASP-12083,train,NiI2,9,0.0,0,True,d3315c659efe5833641046677baa407bd7f3273e8175014153455960bb9abb63
JVASP-12085,train,ThI2,12,0.0,0,True,36d28148723e3deb6a2622e828e7c8c1de5347fc0567e71928ffc4ebe9a9f674
JVASP-12086,train,ThI4,20,0.0,0,True,68cd537613c45039f36aeb411400276c16c77b1a12ba92d99bbbf437b23512b9
JVASP-12101,train,ZrGeTe,6,0.0,0,True,486e03680537e64b2d961d5eade37cebdad38ca1923caca5291c5aea4fbae2a2
JVASP-12102,train,Ni2SbTe2,10,0.0,0,True,bbfa49fa94e85e108b786719a94395e57e44eb7809b2b2630daad23304ba85e6
JVASP-12103,train,AuBr,8,0.0,0,True,fe2790fbb2f2dae77fe3c3e0c7da811893bdb29f3a3dad238bb1af5ef1b5d7c4
JVASP-12104,train,FeS,4,0.0,0,True,bf25f41c6180dbdb6ab1c3a299168a7509e06967d03f89e990d69b21673cb67f
JVASP-12110,train,HfNCl,18,0.0,0,True,431fd7df2773f0b8722d4ad91162196b35a0745261e14f6ace6c3115411cdb6a
JVASP-12111,train,CrPS4,24,0.0,0,True,f79400bcee90ec009bb49516ede48fd7092a4b337d60a4e43235c27cad21cec3
JVASP-12112,train,ScBrO,6,0.0,0,True,4765dcf36489bf3e8a35b56bfb80414ec3cba5f96f47cbf925e50a797666974c
