material_id,split,formula,atom_count,tensor_norm,response_stratum,physical_zero,target_cache_sha256
JVASP-1023,train,Te,3,1.9294967651367188,4,False,b2270149e7148dc9694ce13ea862ade39f8e94fa0533c2c968653d6c26e31a5d
JVASP-1024,train,Te,3,1.1580843925476074,4,False,8d7f7da5acef02cc774421eba36a92b19c8a347189544ed9cdba72129e4abe65
JVASP-10240,train,KAlSiO4,14,0.11033352464437485,2,False,772a51f22d5f9812aadcb9192c170ab5dea0388dd4614d8351a062caf4b6d993
JVASP-10241,train,TeO2,12,0.8410155773162842,3,False,775dd2d634f68ac11ed9761384225f184c2f08b7a534f2f68181b78d18a3463d
JVASP-10264,train,SbIrS,12,0.2923220992088318,2,False,15ca42e2ed63c5504d43665d8ffe1792c8af896fa598730685b1757024d9e0e0
JVASP-10271,train,K3SbSe4,48,0.4471379816532135,2,False,7b1112f6b3893a6c4ef4cf015d1f1eee9778593dabc2165bfb3f419d248c5a07
JVASP-104,train,TiO2,12,0.0,0,True,689db3d9788369bb496bf7265ea96876450c06b7284b0dd3ef06e832bd5b460b
JVASP-10460,train,NaLi2AsO4,16,0.46748682856559753,2,False,a56bdfab1bed95511859dd0ffdcdc6e7bd0a3147e50522bcdf4a4d48fd12c590
JVASP-10479,train,RbS,12,0.01344000082463026,1,False,c5364a38f3a13a3981502b368ccffba533bf05a5ff9d03d3b155bd0514130419
JVASP-1048,train,Xe,1,0.0,0,True,8f773d9724228d3ae61a5bdde5275e040e29b133d642476ca429e6bf9bad2c20
JVASP-10480,train,RbSe,12,0.00546000013127923,1,False,027c43e4bc3fc8e2c2dbd5ea576f6c1c29acef6e435250577e36b013ca02cef7
JVASP-10493,train,Li3AsO4,16,0.5519613027572632,3,False,b17679a70f38a899a3eeb4c86b3b29c320aa328bdb16183521dead788c7d5ecf
JVASP-10496,train,NaAlO2,16,0.30628618597984314,2,False,b1ca2b5d41f777ace0e3692cf8d85c2d7ca7961d39d6cb6acd94811bf0c4435e
JVASP-10499,train,Cu2SiS3,24,1.1120364665985107,4,False,ab3e9270d1218a13868c4cc7e0a4e36db2651243566ba8d082bde642f1c26cd5
JVASP-10572,train,Rb3NbO8,24,0.419729083776474,2,False,67838beae3caa036ac4159191b6e72c7068422b5961097d69410722a3e384af5
JVASP-10576,train,BaAl2B2O7,36,0.39688819646835327,2,False,0773bf45e6059c407ec3537842177ee1944d4ef16bbad3eb08b5aafc9906f87b
JVASP-10587,train,Ag2GeS3,24,1.217356562614441,4,False,f8340a75117cebb3a8f05dcb2a14148c999d0cba78f8f680677ccbfa6787990b
JVASP-10591,train,ZnS,12,1.234389305114746,4,False,26ac2b15604fb8c64b47345861e937f378721055da2928311a54395ce6b7e598
JVASP-1067,train,Bi2Se3,15,0.0,0,True,94aa3485c8bf20debd3d39c7c6253ed861433939c6494ea98ef0e4fe3fd90175
JVASP-10675,train,AgB(CN)4,10,0.11767348647117615,2,False,ce9efb967a671c9c321f34b5d6ad0105c73d0e652717baf62d6a81640f2526d3
JVASP-10676,train,Na4ReN3,32,0.22843037545681,2,False,36ead3f350c388f0db8e0ffa4de54c6debfa40bd75b78dde17ea321bfe919aa6
JVASP-107,train,SiC,8,1.6316578388214111,4,False,ed13ba459264d3f5c3fb1ce39f41f4e6716da6f0f0bd36a6bdb75e0c1deac5ae
JVASP-10705,train,HgSeO4,12,0.9941785335540771,3,False,014f87b7fac31b4ed9aac32020b75a483ea404da093b4fed810b0208effcd385
JVASP-10706,train,RbAs,16,0.23590679466724396,2,False,4f9608e234a81cbb8343889d568953f3b704392a365f545f5a97bf002faff13b
JVASP-10718,train,Ag2SnHgSe4,16,1.1545647382736206,4,False,86644f2d320105d4b7976d47ea7a6dc7adce6f4b6e9131e51ffe43f7346d6298
JVASP-10727,train,RbCd(NO2)3,33,0.5807498693466187,3,False,8b79cc1ce73e4e69fef816b05bea7838c508514ed84ca6325bc4b54736ff6ea2
JVASP-1073,train,SiGe,4,0.14108097553253174,2,False,e4ef73d66a9b28ac1b14d3ffb1e108ae0edac6de4093694b29d28a1e38049065
JVASP-10734,train,Ca(SbO2)4,26,0.11490430682897568,2,False,8b96ae2f7f24b1dfcd5ef54d2522fb43eab993ff0296de5c828a837c94d7d257
JVASP-10736,train,Mg(SbO2)4,13,0.6866921782493591,3,False,c2252fdaf28ce756a2f84ef10eb913c47c4251ad8e87b1ce566a3b59721570c3
JVASP-10760,train,TlCd(NO2)3,33,0.6948631405830383,3,False,005df967468352f4753f83fd4bc8158e1ea6ed6938bfcf8c728f7d981576ada2
JVASP-10785,train,LiGaSe2,16,0.864952564239502,3,False,db6974f235130d29c0d6d9c41da582bdd344e90b4dd2e6558bdb42aa79c380a1
JVASP-10793,train,Si3N4,28,0.5726661682128906,3,False,4cdb18049cf467518295786d74f284be992662d3d62aa2dd891708e74d394344
JVASP-10797,train,BAsO4,18,0.6040688157081604,3,False,29f494dfa7947f0cfbf0af8d56c9fe5ac45b22c2a5ea9fff181398c7fa07128b
JVASP-10806,train,TiO2,36,0.7651692628860474,3,False,a2cc12ec9c5263ea45fe1e22a154ef1ceaa90ccb4f3ff00ae18c1a5b86288eb3
JVASP-10862,train,Al2Se3,20,0.7732449173927307,3,False,a88319d162507fe05ef51f6c99671d67f48c81d03d471822a75fcb87d2a10778
JVASP-10867,train,SiC,30,1.6816216707229614,4,False,91716710afa4ff2741cbd7f5ca20f2ecf07e253d3d0b4059fdb819678bfe6cf7
JVASP-10883,train,KTbGeS4,14,0.028403835371136665,1,False,3a7de77683dad85da1ac81de0a35691e41b420c6a588c25a07e818dbf151c5c3
JVASP-10884,train,KPrGeSe4,14,0.017820661887526512,1,False,59ac8292f9b25f755c018534e9f51af37f209b005ea42e91efd5f405025be726
JVASP-10889,train,Te2O5,14,0.24017982184886932,2,False,37a6fa3fe8052f04eb430f6cca736f40c9cb9ba3380377edea9a652dc9ca667b
JVASP-10908,train,CaTi2F10,26,0.06279748678207397,2,False,03ef938cd3b1cde5e7bae6280b25a337c42714c3137d02b3bd607e089c9c7cb6
JVASP-10913,train,CaBiAsO6,18,0.11348668485879898,2,False,d0639a6de3be822f46a4ede7747cf55abfd771375a6eda9ac78c2f4bd58d87ca
JVASP-10919,train,CaCr2F10,26,0.06925197690725327,2,False,3db9a2f7e67a8780039a11123986a5ffeac3b39848ebfef0639767548764e177
JVASP-10973,train,CoHgC4(SeN)4,28,0.33977633714675903,2,False,0eb913e76d318f5da54b1e407db9ec1a14f022d5f729f0de931e0db631638019
JVASP-10979,train,Ag3PS4,16,0.8416792750358582,3,False,8cb5f82c20ea61ad1bce055436bfb32e8252aacaf23083aeeaaf90d925da2571
JVASP-110,train,BaTiO3,5,0.6084626913070679,3,False,e42805cfdbbdfa59ded072d0ec52c466dee85861d9494a572d704cc3c03ff2ce
JVASP-11006,train,KAlO2,16,0.002839999971911311,1,False,f500f87b5449745b9c5429261451311bbaaeb5a27f3c28d53caf4d31b3bc9d19
JVASP-1102,train,TePb,8,0.0,0,True,2c2da809da9e970dd6d0c3a899c42b7f3ce98ab3f051682fd2b092b89727e796
JVASP-1103,train,TePb,8,0.0,0,True,37ff56ee0f0cb1614800b567b55caa5ab5f1090f17017feb887207b8e7137873
JVASP-1104,train,TePb,8,0.0,0,True,5c93ff733111d803261d3c8cc8b119ec3ef184c8250e264870011b9090af25c2
JVASP-11052,train,CaMn2F10,26,0.07472898066043854,2,False,6a82aadf7af0a87af4a387c700a95e7573700bc1a628a5b6db748655c388f1a3
JVASP-11074,train,HoAgSe2,16,0.41431304812431335,2,False,fdb3a3f521e02ca5a1f15004b992421bda5f4506456f7280a38710ca461cf888
JVASP-1109,train,SnS,8,0.0,0,True,c0daedb76a9444d318e6af0c4f7d29e8c581dbb25e9200f77de1ac015ac78ebc
JVASP-1112,train,PbS,8,0.0,0,True,42012a288199c6d4e64268e8a1d8761f6b09ad7c27eabb61ff911343da9a0303
JVASP-11129,train,KPrSiSe4,14,0.01938866637647152,1,False,ea02eb878969aee1642ee39e15554299be64d936fd6c95b76d258006ebd8a3a6
JVASP-11152,train,PdF4,40,0.42567193508148193,2,False,42da206f6deb252687ad9c65cf9ff34d5700715afd8546f67ebe6521d13b1f9b
JVASP-11169,train,K3NbO8,24,0.4562482237815857,2,False,176c76cb32f64cbf78c83ad42613a4482a6e6eb56b1428082554f614e34ec833
JVASP-11187,train,Rb2LiAsO4,32,0.2590777277946472,2,False,81d2e65ef87657c80a6b0bd1aad4a1eb69389c2b7d12e3e433b69bf551fa74ec
JVASP-11195,train,Hf(PS3)2,72,0.24610581994056702,2,False,c7b80a7d3220617f5710334cbdf9c3092b13c9ef4e38a6d4a16623a12d30f92b
JVASP-1120,train,SrSe,8,0.0,0,True,191b20e67b086e7b9af3136415bef90f8800edacb6d0444b1e183efefcee1481
JVASP-11200,train,Na2PtSe2,20,0.0876406729221344,2,False,d7ccef79d43ac6f3a9c16ec3d74245f79633a7c43ed2e7b1fa376139633e6bd7
JVASP-1121,train,SrSe,8,0.0,0,True,5457bdc08c729c988e140d45748f0194be481395713331dc700b068fdcecca43
JVASP-11212,train,KAsSe2,32,0.478975772857666,2,False,f6e91f2d5fb48d97dea7deebd61c4de806b9114c6a7dd4a990906ed45f0beaff
JVASP-1122,train,SrSe,8,0.0,0,True,97c3112d5d6778aaed1d6fc8d7a0ffdbfa9b5a1f7504e490274dff7aae0b5650
JVASP-1126,train,KTaO3,5,0.0,0,True,ad509e54a8718383dc75c4e8e96e326dd502bb0d65ef9d8649a958aa05971d7b
JVASP-1127,train,KTaO3,5,0.0,0,True,99521c1d0e4d88a0a64a8f09789fb47b744774b4e55b5603817da8ce438bc288
JVASP-1128,train,KTaO3,5,0.0,0,True,6eba9044f7594bc7bb0d66d353476b29cb6fc08354fe39316c597be2e50da6d7
JVASP-1129,train,LiF,8,0.0,0,True,a224498718aaaed17298392006bd8c89aaa10eb949a4f0fc701c236f395d9382
JVASP-113,train,ZrO2,12,0.0,0,True,293507e47ef251dbf12b7a63d9983750cf9b1cb1c786e12de5e74d2f70b8ba67
JVASP-1130,train,LiF,8,0.0,0,True,da7d1dfe057cb95b758157dfdf4fdcba03712851d66855e89564961eb371e145
JVASP-11300,train,MgSnF4,12,0.371674507856369,2,False,254dea5a8d3bfc74c620b39f58fbf281cfac31c229714c911b8c3655e7a710c0
JVASP-1131,train,LiF,8,0.0,0,True,854f480689f612e900b7cdb8d257085441f38dd080399ee385cf9921cc3b5b93
JVASP-11314,train,CaFeF4,24,89.37648010253906,4,False,291db0bb53fe17d5dc1054caf1674cf4b629b509c84ecd32fa0c470f80d539c8
JVASP-11315,train,MgNiF4,24,0.13736006617546082,2,False,77701dacbd0d212e6abf574551bb01318d84007cb6c1569f68f78605d4219470
JVASP-1132,train,CeO2,12,0.0,0,True,1832d8902092874a66f71aef77e9c81b164f1502b94a22720bd9ee71d838c363
JVASP-11321,train,ZnSbF5,14,0.25162625312805176,2,False,ce888bf30e55ea2ac9b14084ce40793d651250d17e80610053e2e0df6f6fddad
JVASP-1133,train,CeO2,12,0.0,0,True,79ee3440a0ba0a7bf60147d0212b3265eeeafe0081a0dc2e861b4b991ccd44b5
JVASP-1134,train,CeO2,12,0.0,0,True,f95c1c35788c38592d1cde966aaa5bce562e281ec21b43f43e9bd207abadb094
JVASP-1135,train,BaF2,12,0.0,0,True,aa5b0f2c19d3a57543c5f32820d3ebf12651450d0307350a3d2ee197f1c1e008
JVASP-1136,train,BaF2,12,0.0,0,True,7f7881ce2f2c5c9198353af8936c33b081e409f8994f72b5a411376fc9b06719
JVASP-1137,train,BaF2,12,0.0,0,True,b89b69cab5e0f838dbf1e34e86e0dae60197564a4600303ef47af4f30138fb8a
JVASP-11387,train,Li2GeO3,24,0.652736485004425,3,False,9b3e3b87e1262a7f756090bf61b5fdda2736d3f88a0d2ac46ebf964a21c2bad6
JVASP-11399,train,Sc4C3,28,0.2703011929988861,2,False,c1182a0a2ed46d297890c287e9743ddf32eb02bc5e5fadbc84829b77eaf53549
JVASP-11412,train,SrAl2B2O7,36,0.5113919973373413,3,False,67641f39d0850383e075180f614bc26c52d291ef19f377e3f12cd7a3d31b9c68
JVASP-11415,train,RbV(CuS2)2,32,0.374761700630188,2,False,9a5becaffedb5b3bdcdd21df3636c81ad3912dda6fe4399075dc1f3ae2f14de1
JVASP-11436,train,CoAsS,12,0.06314784288406372,2,False,679bd035d736afbf69ee97fbd173399ac5ede3385f9fe6b7c1b82f147ab2f317
JVASP-1144,train,KCl,8,0.0,0,True,ffc618786c795d434b24db10c6a08eff87c4890da79f7f8cfe3a00285ac8a75f
JVASP-11449,train,Tl4GeS4,36,0.21875359117984772,2,False,b56e4209d100ccaf23de410b858ac414c692f7692904a68d1185f548799c3636
JVASP-1145,train,KCl,8,0.0,0,True,bbbf6fbf385111d1305d647ac982783f593a4055671cb8ae3fec656fd81514b6
JVASP-1146,train,KCl,8,0.0,0,True,cc26fbad815286ec99747693489431296e671d47f5d3a29f77d5394702e0d917
JVASP-11481,train,RbLiCrO4,14,0.6216287016868591,3,False,36e29561692f221d3766bf1c067dc1d10bc0bc30d2ef6a29139c405174a03c22
JVASP-11485,train,Na3Mo(OF)3,30,0.4170691668987274,2,False,e9178e2c2cd59e0f5cabc14704e043765d6db6a761149f22ecbfb72f4c647416
JVASP-11490,train,Na4CoO3,32,0.1007818877696991,2,False,864740f5a47f8a1cdb04375da57262ce804279879ebb716c6051f6eb8e67bc8f
JVASP-11492,train,Na2NiO2,20,0.07779990136623383,2,False,2dbc905a783f23825a7f437af7bbfa71770329eda877bc4680f132cb5e58df26
JVASP-11504,train,Ba2Ti3O8,13,0.28344258666038513,2,False,042a4892b54717040cbc0677ed2000fea7a1b31e911ea0dfa567606702b0fcdb
JVASP-11507,train,MoO3,16,1.1121770143508911,4,False,9bfb57d5f51ecd8034c9f477afa9b6f99fd5aacd63af7a7a3efc4b3ace8fc7ca
JVASP-11523,train,SbF4,10,0.2146437168121338,2,False,8e9235bf52bc9ef08edbde7fedc70b000ccbb7d80b472c3ebe79281e2d85e0ff
JVASP-1156,train,GeTe,6,2.503845691680908,4,False,41d4cc951c614ea8326f178b4d2c7e87961384d78a9f7776e87902a80e8e3366
JVASP-1157,train,GeTe,6,2.4937386512756348,4,False,ce51129d715ac7a28fea2376553378a06d674b9dbd3f3b5c603b4380d5eba6f0
JVASP-11572,train,BiF4,10,0.1812816858291626,2,False,1864ac257f67f1e7272555c398a27715e2c81b28ac7ec7e0031f0c69f0749a49
JVASP-11581,train,Sr4CaCr2(SO3)2,15,0.11761563271284103,2,False,4c4653c512bc0c2bdbcd07f0964a31d3c8942c121fd11a13364736582b531ce9
JVASP-11596,train,Al(MoS2)4,52,9.072150230407715,4,False,7a11a0280702af89e646fec3a2c9eeb9a1715c7d719979f4d4822afe253283b9
JVASP-11597,train,Al5CuS8,56,0.16965165734291077,2,False,521b2ab4812ebc69e737c67c89f33cde72b45dca5a3822c025871ef55972766e
JVASP-11598,train,Al5CuSe8,56,0.14897795021533966,2,False,56fbad5862ac3f2fe91a87d5dd2195fc5522b8547083e3f2ec2d1cec407712a7
JVASP-116,train,MgO,8,0.0,0,True,741e82786c8cf4fc7b17ebf16aeb0b295071cafbdf5bcb07e62a03fab3c959fa
JVASP-11661,train,Fe3PO7,33,3.7186834812164307,4,False,93d3a69167e551a0104f946578a392b76effa777ba4fcb90d140a46b9cf8d412
JVASP-1167,train,BeS,8,1.5415863990783691,4,False,a26c9dea54d1f2aa34987f0136b4e653e824660facc551f86608f5b7761b0403
JVASP-1169,train,ThO2,12,0.0,0,True,cc6e88026fbd37361334bea179c7e0eddfdd1f8342f82fc7e8b3b8e0b1397f17
JVASP-11696,train,K3CrO8,24,0.28392577171325684,2,False,6bb9b4c87bca4611493ff6fcca11611ad02b91c7d73b53bb45e7d797e2ceb839
JVASP-11697,train,LiFeAs2O7,22,0.9470885396003723,3,False,83edb0c6cefe37a09957010f0f34aae6f33eb2b97a78c9c3c9ae13ebb8b0c3a8
JVASP-11706,train,VAgHgO4,28,0.16012203693389893,2,False,0668152b077c527a5f793f6f0de4b3bb4374fbab5a68ee30a78f6b5f56aeaa3d
JVASP-1171,train,Na2S,12,0.0,0,True,7232764bc62bcf44beab0b122a76e29641fdccf4d18a2c002f5a6381fe47ff53
JVASP-11724,train,NaV(OF)2,12,0.01341620646417141,1,False,d7660d1753ccb184f1c3799a0af99969ece84ce93b071004d098cd98b00512cb
JVASP-1174,train,GaAs,8,14.718568801879883,4,False,6a6aa14c8b7ac7c670a9a69c3cd19fd797982b8b5d7e1b4205febe1fdc4999ba
JVASP-11748,train,Na4FeO3,32,0.10810654610395432,2,False,271183bf2535474cda754527b7602cbece7e26d7c9d8d0a5c8c645c58661a56b
JVASP-11766,train,BaCoO2,12,0.22624093294143677,2,False,191654489ac9ee5e7dbd065ac827418b034004bacbaedd236878937b02c3c493
JVASP-11769,train,MnTeMoO6,18,0.7477110028266907,3,False,0c3ee0ff320d808a79ff1488169aa556cf9a8707995f8469d300ce292a634519
JVASP-11775,train,Na3MoNO3,16,0.6644191145896912,3,False,9248f84e65f7192d918ad2c1980d37b43c2d2bbfa99861beda6c6a310e51537b
JVASP-11777,train,FePO4,18,0.7261028289794922,3,False,95f66af59f86d391a305313c5fd0c95af1507c53b324227fa2894858b3df8b52
JVASP-11782,train,Rb2LiVO4,32,0.36493220925331116,2,False,905b7e37f5057283807e108b422c4125938012a3ae18f99e58157d353d87e7f3
JVASP-11785,train,LiMnBO3,18,0.8853578567504883,3,False,bc572cacf4ed4b5e62f4c781cd847f144979ef1f771898119a48a0f01532b50d
JVASP-1180,train,InN,4,1.6873594522476196,4,False,4023b4dd3483172357a97b31472c5ad1b87bf8d36cc02c5ae2c9574306a55dd0
JVASP-11815,train,Li3VO4,16,0.662766695022583,3,False,61365066c19b3e9f3ac9abf04f8d90cd7bab9ef3f8fde3464d2073c43f637764
JVASP-11820,train,BaNiO3,10,0.0013893162831664085,1,False,94e94da915ae414be349fbd7075943d31de74fa6dfd84388a1984d3140e6155f
JVASP-1183,train,InP,8,2.47445011138916,4,False,1111b793c2183226b09871b035e17051c1656ff859e93335502582f9d7fed85c
JVASP-1189,train,InSb,8,1.7620160579681396,4,False,08e555a3770d114a080c2075a3bd9ed52a48d19d348df4ad34e00c3c758b8662
JVASP-119,train,Rb2Te,12,0.0,0,True,d7f24ca88bd92d4354182192c73d19638c59b8fc5be49062f5cf8f04d0b9c11c
JVASP-1195,train,ZnO,4,1.2728404998779297,4,False,f11fc676bb0626ebafd2f7fd34fa8dfaa0e46b627fbb651b39e1c5d518b043ca
JVASP-1198,train,ZnTe,8,1.6735649108886719,4,False,0da1eb5f6616dacbab1101e83bd9142419f679ec2cea359b10188747e117dc0b
JVASP-11997,train,As,8,0.0,0,True,bf57afa5e681a85a22474d22f6f461a778d8b74fbb54cd18479bcadeab64f51d
JVASP-12003,train,NbO2,6,0.0,0,True,0a6822ad25a8f6c57b58c0dcbb2dd0ffa25075f4a2e697e881ee503d722265eb
JVASP-12005,train,SbAsO3,20,0.0,0,True,4b2bc6b234d84a28fdf5f5f2d83c6029f222bc799dba1bdffec79673db582618
JVASP-12010,train,MoO3,16,0.0,0,True,45ce33df74e6f0fb7ce779fb3ce7d77695fb8279d31d9362c5c89929708ab300
JVASP-12013,train,CrGeTe3,30,0.0,0,True,2ddaf775494408779c906cb3c69b6a77b961bf03bee974f93200a07f96799b93
JVASP-12014,train,ZrBrN,18,0.0,0,True,adb709e8b0f325b23362c154674b07e2846049cf9fb191ff694e91b3a469b2cf
JVASP-12015,train,PdSeO3,10,0.0,0,True,d97e7b747e87378d7be11c1a2b227c14312427a532b4b77426b4c3dacc8a91a2
JVASP-12018,train,SrSbSe2F,10,0.0,0,True,bf208f9b997f50d6fe64abd102f4d8a5698039637ec7113ad44074149c9e698b
JVASP-12019,train,CoO2,6,0.0,0,True,43940447ca460679ae07b60a9d9509c30a821dd00109015ceec0a754c222ad39
JVASP-12022,train,VPO5,14,0.0,0,True,e24e610a60a38756847676f130722417871cde909b581a1ee8ff5c604fda06cf
JVASP-12025,train,CoI2,3,0.0,0,True,1f8263b8b68fe493b0ae4b5bc6d006b4028fa2c2a8236e5078038cc6c35ee7fc
JVASP-12026,train,Nb(SeBr)2,20,0.0,0,True,f14e98442e06a1098953f9598ff9e0b84fd382b5347d698518ec295f3aac1d46
JVASP-12027,train,ZrBrN,6,0.0,0,True,6f00fae5fc943a918df05b306c6b4e75a1c640d2a91656fa0d34006cd56d83be
JVASP-12033,train,YI3,24,0.0,0,True,65760f18a6bf14ee32c0c7d1278c16e0e602d097de3464f3975dbb0727e7cd46
JVASP-12034,train,NbCoTe2,16,0.0,0,True,3317e5e85dedabbe4632c4d9108c416348986ebb3664f49ece720479ade4d421
JVASP-12038,train,AlHO2,8,0.0,0,True,8cd945706ad1660e25885a60601ab1355018623f37c98c7f91085d081e8fe1df
JVASP-12047,train,CoO2,3,0.0,0,True,9c347e12d3a5a551c8c5c9204cb9570dfc402fef1d45193483728848c752cce0
JVASP-12048,train,BiBr3,16,0.0,0,True,7f531e990f1807ed4e504afba7440963fa507ae1c59911d3f9167833333c2940
JVASP-12049,train,YBrO,18,0.0,0,True,bd44090fcfa83c623a3a672fe852deb6e0472b55b3bd18d74d631c73e7751329
JVASP-12050,train,Mg(ReO4)2,11,0.0,0,True,1e382507d03f9344b1ef926dc55a8d057d9529f93e7aed341df5b6c19a78eab5
JVASP-12051,train,BiOF,18,0.0,0,True,6664095abf17850641876eb32572db75edfeff5c156605947a7a5569f384609f
JVASP-12053,train,MnCoO4,12,1.0485097169876099,4,False,b19f2d4890fad2ebf009da518bb0ca2deeec437bee51116437095d2363321655
JVASP-12057,train,ZrTiTe4,6,0.0,0,True,accf20464a7104a4f82a67c2a319e626196a4fbcbf08ab676d2a0480829e1a27
JVASP-12058,train,Si3H,8,0.0,0,True,785ff06f582d7ee6f002003c33e986022eec815cd4fd28258f24c5626cf7e8ed
JVASP-12063,train,CoO2,6,0.0,0,True,13d1c1fe1a0e82120e564ce557f3b80194c586516e25c6fac1fb6b4f5e5c6bc9
JVASP-12064,train,VO2,6,7.795889854431152,4,False,f589789ecab12e9a0dd5174dd40e8b7422e00750d689206e114c2752b83d15c6
JVASP-12068,train,Ho2C,9,0.0,0,True,f7a7ed96288f81dc272a9646ad878ac8e0a694a2be7a505b4d002c22938cfaab
JVASP-12069,train,Zr2Te2P,15,0.0,0,True,d2e01ac7b3be89cf7b06149a94a87ba58aa7e67fa778d117134ffb618c91d2d0
JVASP-1207,train,CdAs2,12,0.042170003056526184,1,False,b20d13a01c7115971c87f0a11f7c0c78eb827e01aa9043572a0a30210145f285
JVASP-12071,train,TeO2,24,0.0,0,True,6cf778ff0f44d46b61f237bc10627257c8a31e078b6d2c7fb52194f9077a4f1c
JVASP-12083,train,NiI2,9,0.0,0,True,67d26cef3fb0ccef44cbc4cd7397e034f744a31b650f65e03f8c20a60baca13d
JVASP-12085,train,ThI2,12,0.0,0,True,77e2a891a3ccac092f548e43ff4f3d690408dcfb8d1c46667c9d1df7d2041db8
JVASP-12086,train,ThI4,20,0.0,0,True,aace862f993c8c42b15eef39488a2c56a9209fde2b2645fa78de3f97704b5b3a
JVASP-12101,train,ZrGeTe,6,0.0,0,True,09c5d02aed7297e79c3afbb419894eb3de31a2af72bbbcf598ae557ad1af28a7
JVASP-12102,train,Ni2SbTe2,10,0.0,0,True,301d5f1fa35c541008d4f3b389fa34380660d89c3e4380cd8e188ce206cc3507
JVASP-12103,train,AuBr,8,0.0,0,True,7de48271c2df7baf00f5b419c3ed04c9459fc44a733982cb3bfc7d8ac00651ca
JVASP-12104,train,FeS,4,0.0,0,True,05ac6aee32618d3dff639e86ee331c57d5bc8069b84fe2583d080975019b2016
JVASP-12110,train,HfNCl,18,0.0,0,True,c2f9cb7785baac87e7d2d4c2a5893380633297ac1f9ef7069e0d39a5138dad67
JVASP-12111,train,CrPS4,24,0.0,0,True,35c162af6b150155634cdeb909f9ad829cf8283bd68b4c400a42dd3da7a3a105
JVASP-12112,train,ScBrO,6,0.0,0,True,aaef4a839a1c8045c46b202e48b0af03de6e2bd35ecee3e3f5d20abdf820751f
