material_id,protocol_split,source_csv,target_file,valid,error,formula,atom_count,tensor_norm,exact_zero,response_stratum,source_voigt_convention_valid,raw_irreps_valid,target_schema_valid,target_valid,rotations_valid,stored_reynolds_residual,reynolds_invariance_error,voigt_roundtrip_error,niggli_change_integral_error,niggli_change_determinant,basis_lattice_roundtrip_error,basis_frac_roundtrip_error,niggli_lattice_idempotence_error,niggli_frac_idempotence_error,niggli_representation_idempotent,niggli_quotient_lattice_error,niggli_quotient_frac_error,tensor_rotated_by_basis_change
JVASP-12562,test,train.csv,1404480208f98be7.pt,True,,BeAlH5,14,0.1845398247241974,False,2,True,True,True,True,True,0.0,0.0,0.0,1.732248310576363e-18,1,0.0,5.551115123125783e-17,0.0,0.0,True,0.0,0.0,False
JVASP-12586,test,train.csv,d4cb217726591211.pt,True,,PHF2,16,0.2003045678138733,False,2,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-12711,test,train.csv,356f4e67266f3910.pt,True,,Li2NiPO4F,18,0.06751862168312073,False,2,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-12862,test,train.csv,ace9f11cac2fc456.pt,True,,In5AgSe8,14,1.4879425764083862,False,4,True,True,True,True,True,0.0,0.0,0.0,8.20069656919595e-34,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-1291,test,train.csv,695edc232f2bfe80.pt,True,,YbO,8,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,3.668365946198378e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-12910,test,train.csv,d859d46f6252a2dc.pt,True,,SrH4O3,16,0.12543943524360657,False,2,True,True,True,True,True,0.0,0.0,0.0,1.396073186282116e-32,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-12983,test,train.csv,7749b021c8de479d.pt,True,,Sr(BiO2)2,28,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,2.5666811311240777e-17,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-131,test,train.csv,337843ae9c4bc41d.pt,True,,SnS2,3,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.2827209966361751e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-13299,test,test.csv,a0030814f6b81ea0.pt,True,,Dy5AgS8,28,0.34326842427253723,False,2,True,True,True,True,True,0.0,0.0,0.0,5.824729769159871e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-13307,test,train.csv,bdd659d5e7b3cf39.pt,True,,Sr(YS2)2,28,0.36124998331069946,False,2,True,True,True,True,True,0.0,0.0,0.0,3.0288450643680985e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-13322,test,train.csv,46fd5d9813cfbf84.pt,True,,Ba(PrS2)2,28,0.3610941171646118,False,2,True,True,True,True,True,0.0,0.0,0.0,1.654985383234858e-32,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-13787,test,train.csv,d796aa843a9b7366.pt,True,,AlClO,6,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,4.2362189441679645e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-13792,test,test.csv,3683b14d502b3403.pt,True,,SCl,64,0.558886706829071,False,3,True,True,True,True,True,0.0,0.0,0.0,9.961969906300433e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-13795,test,train.csv,e9775cd3bae91ede.pt,True,,Ca2IN,8,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-13904,test,train.csv,3e8520e80e581cf3.pt,True,,AgClO2,16,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-13927,test,val.csv,b0a3b73ca08d0c6a.pt,True,,Ca(AuF6)2,15,0.212891086935997,False,2,True,True,True,True,True,0.0,0.0,0.0,7.057249948713621e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-13950,test,train.csv,abaa3a96521d35f1.pt,True,,BeBr2,12,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.7106414552456972e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-14038,test,train.csv,63d5300816427ee4.pt,True,,Hg2IO,32,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,9.600519939771885e-33,1,0.0,1.1102230246251565e-16,14.197994,0.40724000000000005,False,0.0,5.551115123125783e-17,False
JVASP-1453,test,test.csv,99983d0e47afb914.pt,True,,AlCuO2,12,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-1456,test,train.csv,3ce2087046c02f8e.pt,True,,BaHgO2,12,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.6067066387508618e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-1462,test,train.csv,7ae4488ae8d0f997.pt,True,,KCrS2,12,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,4.700441559609121e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-14793,test,train.csv,ea6b5de1beed43c9.pt,True,,GaAg2,9,0.119159996509552,False,2,True,True,True,True,True,2.1769377056062284e-17,3.855285017806729e-17,0.0,5.67544383539512e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-15105,test,test.csv,15cb70548ffd435b.pt,True,,Li2GeAu,16,0.7428322434425354,False,3,True,True,True,True,True,0.0,0.0,0.0,1.0140759809574564e-32,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-1519,test,test.csv,b257875c3c054389.pt,True,,ScCuS2,4,0.6542820334434509,False,3,True,True,True,True,True,2.2746341699075856e-07,2.9802322387695312e-08,0.0,9.98494435686627e-18,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-1525,test,train.csv,05f76f466ed99f06.pt,True,,CaHgO2,12,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.2329997599645774e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-1549,test,train.csv,a34f4a9007a65c74.pt,True,,RbTmO2,12,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,4.044807463786105e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-1660,test,test.csv,a24d1e8f9e897c5d.pt,True,,RbSmS2,12,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-1675,test,val.csv,3699cdce5eac6185.pt,True,,RbLuS2,12,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,6.263950676871604e-18,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-1687,test,train.csv,f961380efb7f8706.pt,True,,LiZnP,12,1.2134038209915161,False,4,True,True,True,True,True,0.0,0.0,0.0,3.799999916873952e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-1765,test,train.csv,afd8f0fe1df5f1e0.pt,True,,LiMgAs,12,0.4870075285434723,False,2,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-17789,test,train.csv,9828174cee4152cc.pt,True,,TmCuPb,6,0.36087098717689514,False,2,True,True,True,True,True,0.00019397790310904384,1.9596176717899693e-17,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-1816,test,train.csv,62137e596be162c7.pt,True,,KHoS2,12,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-1819,test,train.csv,0d010ca9626832f3.pt,True,,LiYS2,12,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,2.5332876194058862e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-1828,test,train.csv,b341a32a3458155d.pt,True,,LiErS2,12,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-1837,test,val.csv,bddc338e8c392db9.pt,True,,LiYSe2,12,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.4778832369800446e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-1849,test,test.csv,db22164a22463db1.pt,True,,Li2AgSb,16,1.617104172706604,False,4,True,True,True,True,True,9.02854537798703e-08,0.0,0.0,1.1102230246251565e-16,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-1891,test,train.csv,a6df59c3fa006c12.pt,True,,LuNiSb,12,0.015088856220245361,False,1,True,True,True,True,True,0.0,0.0,0.0,2.340272698102622e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-18938,test,train.csv,9abf08f709ed593e.pt,True,,Tb2C,9,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-1936,test,train.csv,2589acb46b34c1b4.pt,True,,XeF2,6,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,8.20071708310766e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-1942,test,train.csv,ff7456461799d721.pt,True,,KI,8,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-1960,test,train.csv,a4e097c2efe26693.pt,True,,Ca2NCl,12,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,2.220446049250313e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-20202,test,train.csv,ccabdfa4d0697c89.pt,True,,SiF4,10,0.18591630458831787,False,2,True,True,True,True,True,9.816312029897745e-08,0.0,0.0,1.4162874706580889e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-2026,test,test.csv,a0e2931ac0217247.pt,True,,NiBr2,9,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-20834,test,train.csv,7030d53c80cd1b5b.pt,True,,RbBF4,24,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-21113,test,train.csv,61c3b2466658e354.pt,True,,LiSiNO,16,0.7897589206695557,False,3,True,True,True,True,True,0.0,0.0,0.0,4.438414948981538e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-2142,test,train.csv,dd3f693314d17bcf.pt,True,,FeS2,6,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,5.38810329135592e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-21454,test,val.csv,da2197f34a715554.pt,True,,Ho2Be2SiO7,24,0.12475063651800156,False,2,True,True,True,True,True,0.0,0.0,0.0,6.587510297029075e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-21570,test,train.csv,c5d761e9f6c80823.pt,True,,LiYbAlF6,18,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.7220522551435966e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-21618,test,train.csv,4e03c239f0edd86f.pt,True,,ScF3,4,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.4364670928658974e-32,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-2163,test,test.csv,cc145a55ce295af2.pt,True,,RhF3,24,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-2181,test,train.csv,f634d33f26b47ff3.pt,True,,As2Os,6,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-21935,test,train.csv,625540a30193ad43.pt,True,,Li3PO4,16,0.584670901298523,False,3,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-22527,test,train.csv,fd3d8e34eaa52821.pt,True,,SrCl2,12,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,7.894820837811755e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-22530,test,train.csv,72d365e227338102.pt,True,,NaHF2,12,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1634965456285477e-18,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-22544,test,train.csv,d8522793f4864953.pt,True,,AgAsF6,32,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,9.321264063619806e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-22545,test,val.csv,6ebb18c80a52ab24.pt,True,,LiYSe2,16,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,8.74771191096411e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-22552,test,test.csv,973e4dd561aa49f1.pt,True,,NbSbRu,12,1.785359501838684,False,4,True,True,True,True,True,0.0,0.0,0.0,9.916316024343222e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-22563,test,train.csv,5eed2c9519d5a074.pt,True,,Na2CN2,10,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,5.551115123125783e-17,0.0,0.0,True,0.0,0.0,False
JVASP-22618,test,train.csv,832528c60c1add82.pt,True,,ZnS,4,1.2054533958435059,False,4,True,True,True,True,True,6.992696199858983e-08,2.9802322387695312e-08,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-22623,test,train.csv,7f2bd02e2ec3b947.pt,True,,ZnS,20,1.2420282363891602,False,4,True,True,True,True,True,7.198465112878694e-08,2.9802322387695312e-08,0.0,3.9335709472162714e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-22625,test,train.csv,b5e021a5c1ab96be.pt,True,,SO3,16,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,2.1457100226289397e-17,1,0.0,5.551115123125783e-17,0.0,0.0,True,0.0,0.0,False
JVASP-22644,test,train.csv,a10a49692d81f994.pt,True,,SiC,20,1.6526787281036377,False,4,True,True,True,True,True,7.267067885770291e-18,2.9103830456733704e-11,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-22656,test,train.csv,a88752367b4d26f7.pt,True,,HgIBr,12,0.19826729595661163,False,2,True,True,True,True,True,0.0,0.0,0.0,5.9543531761606745e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-22677,test,train.csv,13ba00ece2e11700.pt,True,,CaO2,6,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-22713,test,train.csv,979fe897cf2b61b1.pt,True,,K4I2O,14,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,4.768187039189563e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-22715,test,val.csv,f8990cc21d9f649c.pt,True,,KCaBi,6,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,7.004368986630434e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-2301,test,train.csv,655178c071652f00.pt,True,,SmSF,6,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,9.127041531546792e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-23033,test,train.csv,b8828f453d53be57.pt,True,,BaCaAlF7,40,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.1102230246251565e-16,1,3.552713678800501e-15,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-234,test,test.csv,64f68d7b5ff1568d.pt,True,,NiO2,6,0.017359565943479538,False,1,True,True,True,True,True,0.0,0.0,0.0,1.751444684729449e-18,1,3.469446951953614e-18,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-237,test,train.csv,75fda674c7dd0b3c.pt,True,,NiO2,6,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,9.573811655482374e-18,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-23888,test,train.csv,e3772074952c90a9.pt,True,,SrCl2,12,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,7.894820837811755e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-23901,test,train.csv,802ba28a4f18adef.pt,True,,Ca4Cl6O,22,0.08652661740779877,False,2,True,True,True,True,True,1.5172166647782335e-17,5.905577918152031e-19,0.0,1.1102230246251565e-16,1,0.0,1.1102230246251565e-16,7.830897909127538,0.46393300000000004,False,0.0,1.1102230246251565e-16,False
JVASP-2391,test,train.csv,4ec97b87c98bc53c.pt,True,,GaAgTe2,16,1.8068972826004028,False,4,True,True,True,True,True,0.0,0.0,0.0,1.97303605470104e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-2400,test,train.csv,c2414835a2cec9a7.pt,True,,Tl2SiF6,36,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,9.672033050983489e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-2415,test,train.csv,e9991bba222bb115.pt,True,,CdSnP2,16,2.948761224746704,False,4,True,True,True,True,True,0.0,0.0,0.0,2.0813248651777634e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-24429,test,train.csv,378e432892e8f994.pt,True,,NiPtF6,24,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,3.316789652901718e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-24602,test,train.csv,fd484cf9e0aae4d4.pt,True,,PdI2,12,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,2.9085860853839786e-18,1,0.0,5.551115123125783e-17,0.0,0.0,True,0.0,0.0,False
JVASP-24626,test,train.csv,32fae4e17ddf26d2.pt,True,,NaHF2,12,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,2.737374676811835e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
JVASP-24650,test,train.csv,50c40d00adc3a7bf.pt,True,,BaHgS2,16,0.16881771385669708,False,2,True,True,True,True,True,0.0,0.0,0.0,8.503281056266711e-33,1,0.0,0.0,0.0,0.0,True,0.0,0.0,False
JVASP-2472,test,train.csv,c36a9b2cd6abace1.pt,True,,CdPtF6,24,0.0,True,0,True,True,True,True,True,0.0,0.0,0.0,1.0331506805137677e-17,1,0.0,1.1102230246251565e-16,0.0,0.0,True,0.0,0.0,False
